@relation SyntheticData-N_1200-D_8-Nmin_100-Zmin_0-CL_1_2-R_0
@attribute X0 real [-5.64, 4.48]
@attribute X1 real [-5.27, 4.95]
@attribute X2 real [-4.02, 5.15]
@attribute X3 real [-5.48, 5.98]
@attribute X4 real [-5.60, 6.07]
@attribute X5 real [-6.66, 6.61]
@attribute X6 real [-5.65, 5.50]
@attribute X7 real [-4.83, 5.74]
@attribute cluster_idx {0,1,2}
@attribute is_noise {0}
@attribute Class {0,1}
@inputs X0,X1,X2,X3,X4,X5,X6,X7,cluster_idx,is_noise
@output Class
@data
-0.77,1.26,-0.86,-0.88,1.57,-0.69,-0.5,-1.23,1,0,0
3.1,1.12,1.26,1.15,-0.78,-4.57,0.15,-0.67,1,0,0
0.81,-2.27,-0.48,1.33,-2.94,2.7,-1.01,1.04,2,0,0
-1.81,2.48,-0.7,1.15,0.87,-0.92,0.64,-0.09,2,0,0
2.8,-1.33,2.42,-0.03,-1.39,-0.56,-2.97,0.71,2,0,0
2.88,-0.14,-1.87,2.8,0.66,2.54,-0.34,4.0,2,0,0
2.2,1.7,2.18,-0.38,2.68,-3.63,-1.42,0.55,2,0,0
3.29,1.0,0.33,-0.56,-0.36,-0.47,-2.35,-0.6,2,0,0
-1.86,2.18,-2.51,0.94,2.59,3.22,1.27,2.92,2,0,0
-0.81,0.18,-1.16,-1.03,-0.47,4.1,-0.87,0.93,2,0,0
-1.8,-1.43,0.24,0.44,0.57,0.96,0.97,0.89,2,0,0
2.36,-0.72,2.02,1.49,-3.06,-3.14,-2.69,0.76,2,0,0
-0.11,0.36,0.06,-0.05,-3.07,-0.75,-1.93,1.71,2,0,0
1.15,2.39,0.65,-2.93,0.61,1.41,-2.68,0.01,2,0,0
-1.01,-0.37,1.25,-1.23,0.29,-1.21,-0.31,-1.03,2,0,0
-2.09,0.0,-2.33,-0.57,1.18,5.05,0.97,0.72,2,0,0
-1.05,1.67,-0.53,1.08,0.8,-0.44,0.05,0.6,2,0,0
0.3,-0.4,-0.68,2.99,0.4,-1.56,1.01,-1.08,2,0,0
1.0,2.28,-0.07,0.1,-3.96,-0.57,-3.28,2.46,2,0,0
4.29,0.67,-0.22,0.09,-0.74,1.59,-2.7,1.13,2,0,0
-1.73,-3.65,-0.7,2.25,0.52,-0.78,2.97,-0.54,2,0,0
-3.28,-0.22,-0.71,0.79,-0.76,-1.78,1.38,1.91,2,0,0
-0.98,-1.34,2.2,-3.14,-1.07,-0.5,-1.98,-0.08,2,0,0
-2.64,-2.07,0.05,-0.04,0.89,0.0,1.78,-0.35,2,0,0
0.2,0.42,0.51,-0.09,-1.69,-2.2,-0.91,0.33,2,0,0
1.78,0.33,0.99,-0.47,-0.99,-0.91,-2.03,-1.82,2,0,0
2.62,0.92,0.15,1.27,0.6,0.69,-1.46,-0.3,2,0,0
-2.53,-0.3,-1.6,2.24,1.62,0.23,2.7,1.4,2,0,0
-0.55,-2.08,1.21,0.75,-1.29,-2.48,0.02,0.05,2,0,0
-1.41,-0.92,-0.97,4.72,-0.02,-2.18,2.26,0.78,2,0,0
-0.6,0.01,-0.81,0.07,-2.27,0.17,-1.14,2.14,2,0,0
1.98,-0.86,0.05,3.6,0.81,-3.71,1.3,-0.93,2,0,0
2.65,-1.55,0.57,1.48,2.56,-1.84,0.99,-3.07,2,0,0
-1.89,0.16,-0.6,0.41,-1.49,1.11,-0.31,1.29,2,0,0
-2.08,-1.3,-0.43,-0.99,1.29,3.51,0.75,-0.28,2,0,0
-1.06,-2.91,-0.96,1.57,-0.95,1.16,1.18,2.57,2,0,0
-0.97,1.08,-2.27,2.63,-1.64,0.64,0.26,0.05,2,0,0
2.16,-0.15,1.51,-1.92,1.49,1.33,-1.93,-0.22,2,0,0
1.17,-1.31,2.09,-0.85,-3.25,-1.68,-2.51,-0.77,2,0,0
1.07,-2.72,-0.2,2.96,-0.47,-2.38,1.62,-1.08,2,0,0
-2.22,0.2,-1.19,0.54,1.8,2.13,1.46,0.69,2,0,0
0.78,1.37,-0.25,1.06,-0.45,1.8,-1.74,1.87,2,0,0
1.96,0.9,1.27,-0.65,0.6,-2.49,-1.31,-1.71,2,0,0
-0.87,0.27,-1.24,2.55,-1.75,1.41,-0.4,4.55,2,0,0
-1.92,-0.82,-1.86,-0.32,-0.02,3.77,0.6,2.72,2,0,0
-2.87,-4.18,-0.48,3.23,2.93,-2.26,5.5,-2.27,2,0,0
-1.59,-0.4,-1.67,3.06,-1.3,-0.24,1.16,1.83,2,0,0
0.81,-1.14,0.78,0.61,0.7,-0.97,0.2,-2.19,2,0,0
-0.27,-3.07,0.86,-1.38,0.53,2.93,-0.13,0.2,2,0,0
-2.04,0.47,-3.38,3.32,-1.59,2.86,1.05,5.74,2,0,0
-1.43,-1.2,1.24,-0.84,0.23,-2.34,0.34,-1.47,2,0,0
-1.63,-0.01,0.79,-1.78,2.55,1.73,0.33,-1.26,2,0,0
-2.28,-3.35,-3.33,5.75,-0.62,2.0,3.91,0.83,2,0,0
-4.43,-2.03,-1.42,-0.1,-2.94,-0.44,1.46,-4.44,2,0,0
2.46,1.08,1.48,-1.9,0.5,0.95,-3.11,1.64,2,0,0
-2.99,-4.15,0.65,0.38,-0.53,-0.9,2.1,0.83,2,0,0
-1.91,-2.86,1.2,-0.01,-2.27,-1.48,0.38,-1.04,2,0,0
4.48,-0.13,3.59,-1.26,-0.69,-2.98,-4.3,2.22,2,0,0
-0.97,-1.22,0.31,-0.42,-1.19,-0.07,-0.33,-0.31,2,0,0
-0.79,1.16,-0.22,0.31,-0.59,-0.54,-0.79,0.39,2,0,0
-0.91,0.12,0.33,-0.26,2.09,0.93,0.35,0.26,2,0,0
-1.82,-1.24,1.41,1.65,-0.6,-4.04,0.57,0.35,2,0,0
-0.32,-2.45,1.07,-2.35,-1.99,1.31,-1.7,1.88,2,0,0
-0.37,0.94,3.22,-3.45,2.43,0.61,-2.25,-0.48,2,0,0
0.89,0.21,1.38,0.68,-0.11,-2.52,-0.95,-0.03,2,0,0
-3.88,0.14,-1.47,-1.87,-0.29,4.35,0.13,2.43,2,0,0
-0.08,1.07,-1.54,3.55,2.58,-2.08,2.28,0.74,2,0,0
-0.82,-2.32,0.17,2.98,0.84,-1.88,2.23,-0.12,2,0,0
0.92,0.24,0.49,-2.16,-0.1,0.38,-1.79,1.99,2,0,0
-4.45,1.07,-1.21,1.61,0.92,0.45,2.04,0.45,2,0,0
0.02,0.13,-2.13,4.02,0.35,-0.85,1.98,-0.84,2,0,0
-0.46,-0.05,0.63,-4.5,0.12,5.33,-2.42,1.83,2,0,0
-2.31,-0.72,1.68,-1.15,-1.79,-2.16,-0.9,2.33,2,0,0
1.39,-2.26,-0.2,1.0,-2.09,-0.7,-0.54,-1.4,2,0,0
-2.76,-1.38,-2.68,0.99,-0.27,4.93,1.46,2.53,2,0,0
-1.38,-1.49,-1.11,3.01,1.1,0.2,2.47,0.01,2,0,0
-0.88,0.82,-0.05,-2.82,1.64,2.15,-0.69,0.09,2,0,0
-0.94,-3.24,-0.2,-0.62,-0.91,1.63,0.72,-0.87,2,0,0
-0.21,2.69,-0.76,1.41,-0.27,-0.31,-1.21,3.49,2,0,0
0.03,-0.71,-0.4,1.35,3.85,0.02,2.22,-3.09,2,0,0
2.01,-1.04,1.81,-0.83,-1.56,0.85,-3.05,2.05,2,0,0
-2.94,-0.22,0.32,-2.53,-0.74,0.56,-0.48,1.27,2,0,0
-2.15,0.22,-1.16,-0.41,2.35,0.41,1.68,-0.42,2,0,0
-1.93,-0.79,2.21,-4.03,4.73,-0.82,1.05,-1.65,2,0,0
-0.79,-2.05,-0.15,-0.05,-4.66,1.22,-1.7,4.35,2,0,0
1.81,1.04,-0.11,1.22,0.29,-1.07,-1.12,1.73,2,0,0
-2.05,-0.96,0.5,-1.83,-0.09,0.54,-0.39,0.94,2,0,0
1.13,0.8,-1.12,0.94,-1.76,0.24,-1.41,0.18,2,0,0
-4.21,-1.41,-2.4,2.77,-1.62,-0.41,2.82,1.94,2,0,0
0.86,1.67,-1.51,3.67,-1.11,-1.58,-0.02,-0.12,2,0,0
-0.04,-2.16,-0.6,3.27,-0.97,-0.08,1.33,-0.19,2,0,0
-0.69,-1.33,1.13,0.32,-1.14,-2.38,-0.3,2.15,2,0,0
-1.39,1.1,1.0,0.25,-1.55,-1.64,-1.36,1.14,2,0,0
-1.26,-0.63,1.55,-1.18,0.0,-2.33,-0.34,1.2,2,0,0
1.57,0.31,-0.98,3.39,-3.1,-3.64,-0.56,1.74,2,0,0
1.37,0.52,0.34,3.11,-1.87,-3.8,-0.63,-1.39,2,0,0
0.26,-1.36,0.9,0.53,-1.04,-3.6,0.11,-1.53,2,0,0
-1.9,-0.8,-0.47,0.96,2.7,1.69,1.85,-0.99,2,0,0
-0.4,-1.8,2.6,-3.05,-2.33,-0.52,-3.03,1.68,2,0,0
-3.56,-1.11,-0.6,3.45,1.68,-1.75,3.44,-0.93,2,0,0
1.47,1.19,-1.59,0.32,-2.13,0.38,-1.23,-1.41,2,0,0
0.37,-0.42,0.57,0.07,1.47,0.09,-0.11,1.6,2,0,0
1.71,-0.95,0.94,0.8,0.18,0.06,-1.21,2.54,2,0,0
-3.86,-2.94,0.42,0.06,1.15,3.22,1.76,2.18,2,0,0
-0.81,-0.05,-2.7,2.84,1.21,1.5,2.27,-0.28,2,0,0
-1.59,-0.12,-1.49,-1.5,-1.69,2.04,-0.69,2.01,2,0,0
1.16,1.36,-0.95,3.46,0.02,-3.51,0.66,-0.99,2,0,0
-0.93,-2.94,1.18,-1.83,-1.47,-1.06,-0.39,-0.12,2,0,0
-1.63,-0.54,0.82,-2.28,-0.79,1.12,-0.96,0.09,2,0,0
0.64,-0.22,1.84,-1.61,-1.53,-2.75,-2.05,-1.62,2,0,0
-0.02,-1.89,0.39,3.04,1.01,-2.17,1.73,-1.32,2,0,0
-2.06,-2.35,0.04,0.72,-1.82,-0.15,0.55,1.35,2,0,0
2.17,-1.04,-1.47,3.45,-0.9,0.64,-0.07,1.74,2,0,0
-2.39,-0.47,-0.42,-0.8,0.26,1.89,0.08,2.84,2,0,0
-2.9,3.19,-1.45,-1.19,0.67,2.21,-0.37,2.17,2,0,0
-2.7,-0.13,0.28,0.34,0.08,-0.03,0.65,1.12,2,0,0
0.25,2.08,-0.74,0.56,-0.35,-0.07,-1.01,0.81,2,0,0
0.17,1.46,-0.3,2.55,0.84,-2.16,0.46,0.38,2,0,0
1.49,-0.97,2.42,-1.64,-3.9,-2.26,-3.26,0.12,2,0,0
-1.25,-1.5,-1.16,-3.35,1.21,4.23,0.6,-2.57,2,0,0
-1.95,-2.27,1.41,-2.47,-0.13,-0.3,0.28,-1.5,2,0,0
2.52,-0.97,-0.69,3.17,-1.04,-2.52,0.42,-0.18,2,0,0
1.45,-0.52,1.68,-2.72,3.58,2.53,-1.06,-3.1,2,0,0
-2.26,-2.12,-0.93,3.32,0.35,-2.24,2.98,-1.37,2,0,0
-4.45,0.7,0.1,-0.17,-0.93,-3.7,1.35,-0.44,2,0,0
-2.56,0.38,-1.68,0.71,-0.83,2.59,0.27,2.4,2,0,0
-2.1,-2.13,-1.72,1.11,-1.03,1.12,1.5,-1.14,2,0,0
1.37,-0.55,1.91,-1.2,0.91,1.54,-2.11,1.62,2,0,0
0.33,-1.32,1.49,-0.42,2.48,-2.53,0.86,-2.47,2,0,0
-2.89,0.61,0.01,0.61,1.66,-2.36,1.88,-0.67,2,0,0
-0.12,-0.54,1.85,-1.89,-1.51,-2.2,-1.36,-1.37,2,0,0
-2.18,-0.62,-0.54,1.71,-2.64,-2.17,0.17,1.48,2,0,0
-1.22,-0.21,-0.05,1.29,1.0,0.44,0.49,2.18,2,0,0
1.67,-1.88,2.99,-1.85,1.04,-2.64,-1.1,-1.75,2,0,0
1.64,-0.33,2.48,-3.01,2.14,-1.59,-1.65,-1.2,2,0,0
-0.3,-1.29,0.94,-1.53,-1.12,0.93,-1.47,0.98,2,0,0
-2.2,-1.86,0.08,0.3,-0.43,0.12,1.03,0.48,2,0,0
-1.25,0.91,-0.2,-1.3,-1.34,0.09,-0.98,0.24,2,0,0
0.56,-1.9,3.13,-0.78,2.23,-2.96,-0.15,1.77,2,0,0
-3.26,2.52,0.76,-3.53,3.67,-0.38,0.6,-1.42,2,0,0
-2.06,-1.3,-1.08,0.09,-1.41,1.44,0.65,-0.47,2,0,0
-0.33,-0.09,-0.91,1.64,1.15,-0.56,1.06,1.75,2,0,0
-1.32,-1.12,0.21,-0.78,0.57,0.53,0.14,2.1,2,0,0
-1.3,-0.55,0.14,-2.48,2.99,2.4,0.71,-1.16,2,0,0
1.67,0.25,3.27,-3.14,3.5,0.21,-1.93,-3.09,2,0,0
0.01,0.02,0.46,0.88,1.62,-1.23,0.6,-2.54,2,0,0
-3.52,-0.63,-0.09,1.26,0.37,-0.9,1.92,-0.37,2,0,0
-1.24,2.0,-1.76,0.88,1.65,2.45,0.4,1.45,2,0,0
-1.98,1.23,1.81,-4.84,1.77,-0.91,-0.79,-3.2,2,0,0
-1.34,0.81,-0.95,1.06,0.0,-0.66,0.31,1.96,2,0,0
-2.35,-2.68,1.57,-0.84,-1.7,0.25,-0.33,-0.61,2,0,0
1.09,0.83,-0.12,1.86,-0.63,-1.84,-0.55,0.66,2,0,0
0.11,-0.17,-0.79,2.67,0.54,0.06,1.1,-1.2,2,0,0
0.77,-0.11,1.35,-2.78,-0.2,-1.08,-1.8,1.29,2,0,0
1.58,-0.77,-1.35,2.14,-1.39,0.94,-0.68,2.51,2,0,0
0.04,1.28,-0.79,1.7,-0.2,-1.76,-0.13,1.25,2,0,0
1.27,1.06,-1.8,4.87,-1.22,-2.24,0.37,1.68,2,0,0
-1.68,0.2,0.38,1.26,-0.64,-1.72,0.07,2.47,2,0,0
0.41,0.8,-0.9,0.47,1.84,-0.99,0.66,-0.1,2,0,0
2.04,-2.8,-0.59,2.15,1.0,1.49,0.66,2.58,2,0,0
-0.62,0.61,0.68,-1.96,3.37,0.28,0.38,-2.06,2,0,0
1.07,-0.33,1.74,-0.09,-2.28,-2.26,-2.41,0.45,2,0,0
-2.64,-1.79,0.4,1.41,0.78,-2.95,2.44,0.11,2,0,0
-1.05,-2.89,-1.86,5.98,-1.32,-0.75,2.76,3.63,2,0,0
-1.11,-0.71,-0.07,-0.29,-0.49,1.55,-0.2,0.66,2,0,0
-1.34,-3.17,0.11,1.24,1.05,-0.47,2.22,-0.74,2,0,0
-0.58,-1.46,-0.03,1.59,-3.25,0.14,-0.74,2.23,2,0,0
-3.91,-2.19,-1.39,1.61,0.71,2.32,2.73,0.47,2,0,0
-1.91,-0.99,-0.21,0.75,0.03,0.27,0.72,2.81,2,0,0
-0.17,1.18,0.24,0.14,1.62,-0.58,-0.0,-3.04,2,0,0
-0.32,1.0,-1.25,1.0,-0.77,0.38,-0.36,1.05,2,0,0
-1.18,-0.8,1.0,0.27,0.38,-2.03,0.69,-1.85,2,0,0
-0.45,-2.24,-1.71,4.09,1.34,0.57,2.8,-0.32,2,0,0
-0.47,-1.78,2.24,-2.59,-1.24,-1.3,-1.72,2.59,2,0,0
2.33,-1.04,0.02,1.85,-0.18,0.23,-0.75,2.03,2,0,0
-2.09,-2.1,-2.24,4.66,1.59,1.04,3.74,-1.63,2,0,0
-2.02,1.5,-1.05,1.28,1.49,0.71,1.11,-0.37,2,0,0
-1.53,-0.54,-0.19,0.64,-1.66,0.75,-0.36,1.49,2,0,0
1.06,-0.68,1.68,2.18,-1.29,-4.4,-0.61,1.0,2,0,0
-1.23,-0.79,-1.02,2.22,0.9,1.11,1.36,2.15,2,0,0
-0.44,1.15,-0.8,2.5,0.88,0.11,0.36,0.26,2,0,0
-1.15,1.71,-2.05,-0.98,-0.95,3.11,-0.93,1.32,2,0,0
-0.64,-1.31,-0.79,2.5,-0.29,-0.95,1.14,1.47,2,0,0
0.51,-1.09,0.91,1.93,-1.59,-1.85,-0.63,0.38,2,0,0
-0.69,0.03,0.58,0.1,-0.86,0.41,-0.96,0.23,2,0,0
1.43,0.37,-0.34,1.02,-0.1,-0.28,-0.7,0.62,2,0,0
0.47,-1.01,1.6,-1.28,1.71,0.05,-0.42,-1.99,2,0,0
-0.89,-1.43,0.95,-2.8,-0.79,2.47,-1.38,0.71,2,0,0
-3.58,1.84,0.56,-2.13,-1.11,-1.7,-0.86,-1.65,2,0,0
0.98,-2.34,-1.65,0.93,-2.23,0.97,0.04,0.53,2,0,0
1.07,-0.29,2.54,-3.66,-1.05,-0.93,-3.01,-2.02,2,0,0
-0.1,0.39,0.81,-0.19,-2.06,-1.4,-1.86,2.76,2,0,0
0.11,1.1,0.35,1.67,1.33,-0.94,-0.09,0.27,2,0,0
-0.85,-3.78,-0.62,4.34,-1.99,-1.88,2.19,1.01,2,0,0
-1.89,-3.71,0.7,0.91,-0.78,-1.98,1.86,-2.91,2,0,0
-0.36,-1.54,0.51,1.07,-3.7,-2.05,-1.06,2.53,2,0,0
0.72,-1.76,0.35,0.31,-2.12,1.06,-1.53,2.34,2,0,0
-0.93,-0.19,0.6,-1.55,-1.43,1.04,-1.79,-0.81,2,0,0
2.78,1.91,2.41,-3.49,-3.38,-1.03,-5.65,0.22,2,0,0
-0.69,-1.88,-0.35,3.78,1.57,-2.01,2.79,1.54,2,0,0
-1.72,-0.23,1.3,-3.29,-3.76,-0.58,-2.65,2.28,2,0,0
1.42,0.94,2.7,-3.12,-0.1,-1.3,-3.16,-0.32,2,0,0
-2.16,0.61,-0.33,-1.39,-0.79,0.97,-0.71,2.34,2,0,0
-1.3,-2.15,-1.36,2.79,-1.6,-1.22,2.02,-2.29,2,0,0
-1.01,-1.37,0.57,0.4,0.09,2.1,-0.22,3.07,2,0,0
-1.77,-0.4,0.5,-0.3,-1.32,0.94,-0.83,2.29,2,0,0
-3.01,-3.97,-2.41,1.96,-0.93,3.31,2.93,0.96,2,0,0
-5.64,-1.96,-3.17,3.86,-0.04,-0.02,5.11,0.29,2,0,0
-0.22,-1.01,0.35,-0.37,-0.43,-1.1,-0.01,-0.82,2,0,0
0.51,4.06,-0.13,0.5,2.67,-2.27,-0.42,0.97,2,0,0
-0.59,-1.19,0.03,0.96,-3.4,0.92,-1.65,3.61,2,0,0
0.03,1.27,1.08,-0.89,1.29,-0.61,-1.05,-0.46,2,0,0
-3.84,-0.95,1.61,-1.03,1.1,-3.49,1.43,-0.8,2,0,0
0.92,0.43,-0.49,0.25,4.16,1.4,0.94,-0.58,2,0,0
1.66,0.68,2.1,-1.4,0.53,-2.45,-2.23,2.04,2,0,0
-0.97,-2.71,-0.65,2.91,-3.65,-0.19,0.27,1.16,2,0,0
-1.36,0.9,1.75,-1.72,0.57,-1.25,-1.52,3.38,2,0,0
-1.54,-0.41,0.92,1.86,2.39,-3.81,2.1,-2.16,2,0,0
1.71,1.0,1.19,1.0,1.94,-1.48,-0.55,-1.45,2,0,0
-0.34,0.41,-0.72,3.59,0.06,-0.79,0.78,-2.2,2,0,0
1.52,-0.54,2.44,-1.34,-2.82,-0.65,-3.73,1.17,2,0,0
2.34,1.79,-0.6,-0.83,0.54,2.59,-2.23,-0.41,2,0,0
0.06,0.96,0.77,0.61,-1.21,-3.14,-0.89,-0.88,2,0,0
-2.17,-1.25,-1.47,2.89,3.2,-0.46,3.7,1.08,2,0,0
-1.89,-1.2,-0.58,1.99,-0.21,0.61,1.1,1.08,2,0,0
-0.93,1.55,0.17,-0.08,0.06,-1.8,-0.5,3.34,2,0,0
-2.12,0.36,-3.64,4.1,0.32,1.37,2.7,-0.08,2,0,0
0.67,-1.64,-0.56,1.76,-0.73,-0.53,0.63,0.1,2,0,0
-0.31,-0.12,0.66,-3.14,-2.16,1.75,-2.81,1.57,2,0,0
0.94,1.68,-2.46,4.13,-1.74,0.22,-0.32,4.09,2,0,0
1.52,1.41,-0.37,0.87,-0.04,0.11,-1.42,1.83,2,0,0
-1.9,-1.69,0.31,-0.23,0.03,-0.81,0.99,-0.3,2,0,0
1.07,0.09,0.89,0.59,2.67,0.71,-0.28,-0.51,2,0,0
-0.48,-1.2,-1.95,0.66,0.81,3.77,1.03,1.27,2,0,0
0.06,2.3,-1.79,-0.75,0.62,3.04,-1.17,-1.4,2,0,0
-0.74,-2.13,0.64,-0.06,1.07,-0.47,1.12,-1.89,2,0,0
0.26,1.07,-0.87,-0.56,0.64,1.47,-0.41,-1.16,2,0,0
-0.67,2.53,-0.19,-0.45,-1.95,-1.06,-1.99,1.68,2,0,0
-2.63,0.34,0.72,-1.23,0.25,-1.31,0.09,2.87,2,0,0
0.21,-2.15,-0.24,2.29,-1.02,1.82,0.18,0.4,2,0,0
-1.93,3.85,-2.66,-0.94,1.46,4.3,-0.62,2.44,2,0,0
0.11,2.34,1.84,-2.76,1.05,-2.49,-1.94,-0.3,2,0,0
-2.3,-1.56,-0.32,0.68,-1.39,-1.2,0.93,1.04,2,0,0
1.3,-2.48,1.02,0.59,-2.75,-0.38,-1.59,3.22,2,0,0
2.26,1.6,1.57,-1.89,-4.0,-1.57,-4.79,3.22,2,0,0
-1.83,-0.46,-0.85,1.64,0.5,0.25,1.45,0.22,2,0,0
-1.0,1.97,-0.57,0.47,-0.31,0.17,-0.54,1.94,2,0,0
0.32,1.27,0.04,0.56,-0.99,-0.18,-1.38,0.9,2,0,0
-1.18,0.4,0.58,-1.0,1.63,2.03,-0.31,-0.57,2,0,0
-1.36,0.94,-1.47,-1.41,2.11,2.71,0.67,1.71,2,0,0
0.17,0.14,-0.58,-2.82,1.35,4.54,-1.09,1.81,2,0,0
-2.64,-1.31,0.78,0.79,-4.36,-1.85,-0.96,4.36,2,0,0
0.96,3.26,-0.25,-3.01,-1.21,1.69,-3.76,2.21,2,0,0
-2.98,-1.5,-0.58,0.25,-0.03,1.46,1.15,2.59,2,0,0
0.17,0.71,1.05,0.31,2.21,0.63,-0.83,1.61,2,0,0
-2.5,-2.23,1.44,-2.16,-1.36,0.2,-0.52,0.48,2,0,0
-1.62,-2.46,-0.43,1.41,-0.75,-2.4,1.97,-3.33,2,0,0
0.63,-0.18,2.45,-1.84,-1.05,-1.18,-2.52,0.01,2,0,0
-1.34,1.19,0.57,0.65,-0.91,-1.67,-0.75,0.54,2,0,0
-0.77,-0.59,-0.56,-1.32,0.83,4.06,-0.31,0.33,2,0,0
-2.83,-0.73,-0.76,-0.14,-0.38,2.17,0.39,3.33,2,0,0
-1.69,1.45,1.35,-3.13,-0.24,1.02,-2.33,3.47,2,0,0
3.2,0.0,1.68,1.76,-1.52,-2.82,-2.61,1.03,2,0,0
0.89,4.67,1.41,-4.2,1.01,0.24,-3.97,-2.97,2,0,0
-2.15,-1.26,-0.68,-0.22,-0.77,0.15,0.99,-1.78,2,0,0
-2.01,-0.57,1.47,-1.1,-0.34,0.29,-0.77,-0.91,2,0,0
1.09,0.29,1.04,-1.55,-0.88,2.52,-2.99,2.29,2,0,0
0.34,0.72,0.15,-0.63,-1.49,0.38,-2.09,0.47,2,0,0
-4.93,0.3,-0.99,-5.48,-0.37,6.61,-1.04,1.93,2,0,0
0.31,0.1,-0.22,-0.26,-0.26,1.64,-1.02,1.72,2,0,0
-0.78,0.36,-0.61,1.92,-0.26,-1.05,0.36,-0.47,2,0,0
1.42,-0.83,-0.12,2.41,0.01,-2.26,0.37,0.89,2,0,0
-1.44,-0.13,0.45,-4.37,0.47,3.82,-1.56,0.07,2,0,0
-1.52,-0.15,0.05,-0.39,1.17,-0.85,0.92,-1.51,2,0,0
2.72,2.63,1.13,-0.68,-0.09,-1.18,-3.14,0.06,2,0,0
-3.79,-2.35,0.17,-0.84,-0.13,1.34,1.18,0.74,2,0,0
-1.74,-2.84,-0.25,0.95,-1.35,0.05,1.06,0.09,2,0,0
-1.91,-0.09,0.13,-0.61,-1.5,0.86,-0.93,0.52,2,0,0
-2.9,-1.44,-0.8,2.79,-4.04,-2.89,0.91,0.32,2,0,0
0.59,-2.16,-0.23,2.06,-0.78,-0.69,0.77,0.93,2,0,0
-4.14,0.71,-1.36,-0.94,-0.39,1.17,1.08,1.97,2,0,0
-4.04,-1.14,-1.2,1.55,1.16,-1.74,3.55,0.13,2,0,0
-1.17,-0.49,0.02,-1.1,-0.45,2.32,-0.66,-0.81,2,0,0
0.69,1.13,0.71,-1.06,0.67,1.69,-1.86,-0.79,2,0,0
-0.52,1.4,-1.69,3.27,-0.79,0.18,0.44,-0.49,2,0,0
-2.58,1.54,-0.15,-1.55,-3.07,0.82,-2.01,3.23,2,0,0
-2.78,-1.03,0.44,-0.22,2.12,-0.72,2.14,-3.93,2,0,0
-3.29,-4.88,-0.8,1.74,1.06,1.52,4.0,0.06,2,0,0
-1.04,-1.17,1.73,-4.06,1.3,3.04,-1.12,0.27,2,0,0
-0.56,0.24,1.51,-3.3,0.63,-0.59,-1.47,0.98,2,0,0
1.36,2.4,-0.15,-0.55,-0.74,0.39,-2.55,0.68,2,0,0
-0.61,-1.28,3.1,-3.08,1.48,-1.02,-1.26,-0.06,2,0,0
-0.35,-0.55,0.27,0.11,-0.56,-0.92,-0.32,-0.45,2,0,0
-2.26,-1.33,-2.26,3.88,2.15,0.02,4.2,-1.46,2,0,0
-0.63,-1.2,1.64,-1.95,0.96,-1.24,-0.11,-3.63,2,0,0
0.89,0.32,0.96,-1.75,-0.12,1.33,-2.11,0.41,2,0,0
-2.81,0.37,-0.41,-2.35,3.81,3.41,1.31,0.09,2,0,0
-2.95,-0.28,0.81,-1.86,2.65,-0.56,1.13,-0.22,2,0,0
-1.23,-2.67,-0.01,-1.72,-2.7,1.84,-0.98,0.01,2,0,0
-0.95,-2.24,-0.81,2.19,-2.34,0.54,0.37,2.72,2,0,0
-1.27,2.79,-2.55,4.54,3.35,-1.84,3.24,-1.06,2,0,0
3.44,0.61,2.1,-1.06,-0.35,-2.37,-2.6,-3.3,2,0,0
-2.01,-1.34,0.52,-0.54,1.49,0.16,0.89,0.8,2,0,0
3.09,0.98,2.02,-1.68,-2.06,-1.4,-3.9,1.26,2,0,0
0.96,0.69,1.6,-2.54,-2.15,-1.28,-3.55,1.92,2,0,0
-1.82,-5.27,1.6,0.34,0.82,1.96,1.62,-0.38,2,0,0
0.5,-2.03,0.84,0.75,-3.91,-2.28,-1.29,0.13,2,0,0
0.58,1.22,-0.44,0.37,0.82,0.43,-0.84,3.41,2,0,0
0.22,1.69,-2.24,2.95,-0.72,2.32,-0.5,1.82,2,0,0
-1.73,-1.31,0.93,-2.83,-1.4,2.69,-1.39,-0.19,2,0,0
0.28,-1.09,-1.12,0.72,-1.59,1.09,-0.26,3.01,2,0,0
0.02,-0.02,-0.15,-1.6,-0.86,2.81,-1.76,0.83,2,0,0
-0.91,2.92,0.26,-3.07,-0.39,0.9,-2.71,2.15,2,0,0
0.99,2.78,1.73,-0.11,2.68,-3.52,-0.85,-1.69,2,0,0
-4.34,0.06,-1.0,0.5,-2.76,2.83,-0.25,0.99,2,0,0
-1.65,-2.94,0.73,0.44,-0.09,-1.29,1.48,-0.57,2,0,0
1.4,0.31,1.39,0.33,-2.34,-1.54,-2.59,-1.17,2,0,0
0.59,-1.49,1.9,-1.21,-1.85,-3.31,-1.37,-0.26,2,0,0
-1.35,1.24,1.97,-2.38,0.95,-0.51,-1.37,1.73,2,0,0
-1.62,0.16,-3.05,2.2,-1.69,4.76,0.48,0.13,2,0,0
1.31,2.51,0.55,-1.61,-1.28,1.1,-3.68,1.87,2,0,0
1.72,-0.2,0.09,2.55,-0.65,-0.97,-0.82,3.4,2,0,0
-4.96,-1.56,-0.51,-3.17,-0.8,2.34,0.79,0.21,2,0,0
-1.2,-1.83,-0.45,-0.34,-0.91,-0.44,0.68,-0.17,2,0,0
-0.44,0.49,0.95,1.66,0.02,-3.93,0.19,-1.39,2,0,0
